filename,language_code,transcription
common_voice_ru_20117512.wav,ru,heppiden om te ample humor bee extedition wat ape
common_voice_ru_19797716.wav,ru,in yea pretigo pashne sha s machinea sodocagolovnomopogivnama orhano kines a sivinganacnozy
common_voice_ru_19840614.wav,ru,it has a shower
common_voice_ru_19787078.wav,ru,aneti could destopnic tion ocroprate ston an marring jet
common_voice_ru_19341532.wav,ru,it e can en ver from yurstimilly rincomicanomity commumican uniar boish over coo pealiment o orede
common_voice_ru_18956019.wav,ru,is yogo work stugt to when yegostopaged
common_voice_ru_19563680.wav,ru,he ahued wer was byseingier nusionar consicatinan in anato
common_voice_ru_18937704.wav,ru,the reshisweves the planiaftabu pesoat sem dedegapum shester
common_voice_ru_18978669.wav,ru,fis contine dancis stisticle fidency li city was a most therinbt go an inisboom butim troloboefrinding
common_voice_ru_19563344.wav,ru,midle nabbigunitso by desiting overos an iplinati sitinate at nam ier
common_voice_ru_19336627.wav,ru,ethersyoginie butemel privling a oberevolegus sadaste abotersmear e orusiam
common_voice_ru_20159906.wav,ru,bes pelicich ki petpiciv e yoe ograph a boldi suboles lor members nowit poversionia ordony of nos
common_voice_ru_19591516.wav,ru,oll anute near rets are organum iste hoon am utnedutce
common_voice_ru_18989990.wav,ru,maductipaly issto whicinet sero whated to the commentestal orogilok forgan
common_voice_ru_19535292.wav,ru,scofothe lat o passinious situnia covmeterar mathcalicgevly opet ibimet
common_voice_ru_20077971.wav,ru,longestrani is mity posoms ating insitive
common_voice_ru_18868449.wav,ru,medoceis grusy weremonish
common_voice_ru_19013724.wav,ru,myprothef ranthe duwas of twece operareas a winch te reniso  himich scoverore
common_voice_ru_19059226.wav,ru,byadon pretedonets so agichnom in a pregemom previstief systaroni amarige mefines modorsovasenea ar guinizad serbit inonanatsly
common_voice_ru_19574849.wav,ru,sicesuduste gatonalis his quire distision in boisosiesnopagaso eto westan
common_voice_ru_18882148.wav,ru,tetelco coverta pimlance hroshijicliac cis rasol reposadi sweeter
common_voice_ru_19575415.wav,ru,inthescarpin a sepocussmiscim scaving awe pestigalatisnencess wenigoahod
common_voice_ru_19829392.wav,ru,pethasuachit atemblate lyling and abewostani misterst of vadecho gete nemers
common_voice_ru_19133316.wav,ru,sad thators vivite bositivenegynamic ocolidnation techdenisitin
common_voice_ru_18894147.wav,ru,as i avfitempetes of tive the qurguvena
common_voice_ru_18864400.wav,ru,he papery esed to iteve tadmian minimepartivisaserable to contrudiencey
common_voice_ru_19540907.wav,ru,atsona apsonaranum butrs not chansconapri obedy bist bacon pacatodinaministerstams t apacanin
common_voice_ru_19805209.wav,ru,se jeste somebly is a slitl soit was to bling a presygentle crade
common_voice_ru_19348866.wav,ru,they bode sirios ofastalvary poscompletelis trun
common_voice_ru_19010610.wav,ru,inivals morsiplrwalig verasion for omen robin cokni was mosli wispetuate subrigini wuberighna
common_voice_ru_19798731.wav,ru,movaravem axiperisnasi iscappir on a chellen oftram tackend ovem after a etocratta is auser
common_voice_ru_19591831.wav,ru,but you wo me a prlivila hoter
common_voice_ru_18937650.wav,ru,some of sokers banit mediatabot ccredy fov the bye
common_voice_ru_18913681.wav,ru,yesto on abreaed to talkunadalwa
common_voice_ru_18985110.wav,ru,edivopososus day sa ina confudiancy
common_voice_ru_19026995.wav,ru,it som nena sadice ttecopin inmis temero no nera he was a passmiston
common_voice_ru_19825503.wav,ru,the ginos los o e when of a goet a cilabityeve with orger
common_voice_ru_19001203.wav,ru,shoabam simptiam an buno tetski bape of washita with
common_voice_ru_19330416.wav,ru,onleropars ive si ere yelow shitoinnar someblae burinostesnee
common_voice_ru_19576321.wav,ru,sevoda nurana somply n approdict neporostonovisinaxilendest
common_voice_ru_19324727.wav,ru,libisawi an sabrus wol dus bithleala trelogical trocu ne hi div thestirinia ardiochit sal
common_voice_ru_19030593.wav,ru,abope colds passoclitive moses ganucrabiam ateate ste eboshes inci so isti semisneglobanan diste
common_voice_ru_19529677.wav,ru,ite pati with a groomliquitiry i new yorbigh jonge to memotion that be so spare
common_voice_ru_19840653.wav,ru,shadaste the icingemcarse the decosran cito sto inuss lasten obnation
common_voice_ru_19792251.wav,ru,stomh tocasite saveatre meprid pattully bepolna evo presidnunia
common_voice_ru_18987833.wav,ru,an athors anice iya onisar ar asi of a poder cover vi to the
common_voice_ru_19957207.wav,ru,stands tan enidis sibollebezamos o isumany
common_voice_ru_18863144.wav,ru,etor e sinasno ebering ges
common_voice_ru_19847804.wav,ru,some was om befosolamision was pocullar s or post a police ten
common_voice_ru_19951981.wav,ru,a saw be me minyar boy tidil a norroally ma lidersa
common_voice_ru_19729780.wav,ru,a cian ula suvarsnas snow receity progress chages
common_voice_ru_18978859.wav,ru,joance myghterute et relom
common_voice_ru_19349400.wav,ru,a subevny manaprariginals just kiep toatse were ups cammedia
common_voice_ru_19804781.wav,ru,sara sime yetipid a passmister
common_voice_ru_19348433.wav,ru,the missam ostatials tinisi lits ill corginon sro increte asin as oposition is in asoloninistore
common_voice_ru_19700969.wav,ru,musas o lamin ear dibida to mus do jimny itaboy
common_voice_ru_19332902.wav,ru,ou mig pusion wis the by the s vani canishe bolifhla donew si mandadam was rete bith the passestue
common_voice_ru_18930999.wav,ru,sufon te doglar with sapcina
common_voice_ru_19574656.wav,ru,biotiga don owan
common_voice_ru_19164018.wav,ru,breatumtanes trdisha yelon aoar ahe parion of cettivoruniorosigonota
common_voice_ru_18912466.wav,ru,nopbsiniteli yasa goverilars to soa wars nopar clipletdelon
common_voice_ru_19482757.wav,ru,malizia pregud agra nevars is berbesi settar umin ofghanse
common_voice_ru_18882257.wav,ru,studo commalation at crelically preper nolcarok stado
common_voice_ru_19013749.wav,ru,yazevirer was posimiof net but yesky susteran in nashi dirigadci
common_voice_ru_18867419.wav,ru,i suggest slowwe made but it davidel toughtim
common_voice_ru_19336727.wav,ru,crassneresneposhonia borsrasionian oposition asuallyter
common_voice_ru_19826703.wav,ru,basiso musi huspirated as pec te publem a muscoicastrocasantio masuries needso
common_voice_ru_19527813.wav,ru,a jivynerstingyongas for the magt inthe bravi disadisa weenited romuna with baasedis funding e
common_voice_ru_19499988.wav,ru,degrecushov the poisnan protoculy nursistelate near dealimichaiti issiem
common_voice_ru_18853498.wav,ru,at a paris amechine
common_voice_ru_19369072.wav,ru,a yes yea ma atenis thelam tonashes avivanan woodoto tratomen imotioned pachesaana here
common_voice_ru_20185672.wav,ru,tosaplitids the protoro suser restocures provalent plictins can notodem
common_voice_ru_19791935.wav,ru,graina adnort is pero hastotina erope partisaasatia to issue raw much no convince rsimilarbanius arsis travcraninia
common_voice_ru_19091602.wav,ru,nit parchinvars ne ihirios neverpros
common_voice_ru_18878156.wav,ru,si tots ove li grenit levan a sery tuch o prodoge was a ricis i watch it
common_voice_ru_19549706.wav,ru,at the divalutes a stom of by istinistatijust cims no comsabit
common_voice_ru_19791957.wav,ru,by shegenipiligies tonas portnagela period on anorous moterinia otmo us powetrebonova
common_voice_ru_19536900.wav,ru,basises invavren bodanimo rosas non anoshafi conscapacy se is ogonl io veease com consensus
common_voice_ru_19303963.wav,ru,at unation sally in afcalicimi dogs stay stomgs to bany bulidiealis on
common_voice_ru_19490711.wav,ru,seutastanovas are statismencinear genesa sevilion echnaci
common_voice_ru_19527804.wav,ru,name bolan aglanan prenetum etharilas arigation persissed aito
common_voice_ru_19100526.wav,ru,the dosina pikistan i dod principlve do aprerinia
common_voice_ru_19906670.wav,ru,mutotalin  the pose anaribition toarchers cipary must tele of ne cudemogatonous pyingat in posticutiany
common_voice_ru_18909650.wav,ru,sucespenchase vady ain typicalot
common_voice_ru_19591850.wav,ru,scolen mad was stavi ton the younge basalon
common_voice_ru_19330493.wav,ru,have naanu ga is nased neat e snow inee le summer or coinist
common_voice_ru_19316627.wav,ru,mosabrli she wolni young ders mot weli shoul us no re of
common_voice_ru_18914728.wav,ru,bufterom dala consiladis tonavilard it res peisa tenpas sodonabas padina arlybashoran
common_voice_ru_19837825.wav,ru,i theresnales subcide no house catorimi craklige rebotmy prede tretis
common_voice_ru_19490625.wav,ru,mypoles tipredaginated saler shansenosta filike
common_voice_ru_19043569.wav,ru,te abodogatofarin heros anestastagelyand as sebilinly shine
common_voice_ru_18989608.wav,ru,yeadetion nerannes blass mus pestiplta cinjrobrism
common_voice_ru_19791114.wav,ru,de artaman taches to namin for moth sivosom as rable its pesirement ro o som nes sturtage said e hakazinia sadistia
common_voice_ru_19193968.wav,ru,ses come overy gave meroasis commomasimiras ruersesis commonggupshin te disparish stard
common_voice_ru_19793837.wav,ru,for na tanisavn agation fluny prspititunasy fifteeen
common_voice_ru_19336564.wav,ru,anevermen the setin misrl ar o hersoptis to dose oprologai swe reciliar poves to nerlins tabe nistic somady
common_voice_ru_18864322.wav,ru,the gorculecumanicasi neapaggona moblsom scars awats plears isu one o pologing egice gasa
common_voice_ru_19792165.wav,ru,socia bosion is bolanced neasturture in a credimabretitiabo spet
common_voice_ru_19237137.wav,ru,anyshasiorol was beci conpediency cigarlyatatsmist us injeniso onistramiuona
common_voice_ru_19030095.wav,ru,mclasi katria beconfeiencing e spanginoginikin ablic chaw in e reached upartya jorabottogasdas
common_voice_ru_18980418.wav,ru,misacosinim someart vearsion is inmugous to woin asvolish sel mi see
common_voice_ru_19010798.wav,ru,het is a supplalagis tiutea citritulatristence to resamit serabusdustimace tecomen
common_voice_ru_19471673.wav,ru,germinu less animis isnownicafter of the nocractories aluty
common_voice_ru_20160702.wav,ru,a tiklimasas most now tecoma atitivena ate ader mitocroplim
common_voice_ru_19316552.wav,ru,yabo betaroshepwhicheres nincoratocution tras nafe
common_voice_ru_19237069.wav,ru,at the book battitich skice atraliest catoristopresilityninas mis cana musdenaroemidiaony
common_voice_ru_19013685.wav,ru,master of damginomnack sete sheny ethorbijoyitch noa act
common_voice_ru_18899414.wav,ru,olite stalits a prtish scapwishtieari
common_voice_ru_18932401.wav,ru,litle tiamon is a slojior red nashin bolly podeshkan
common_voice_ru_18868719.wav,ru,theor handeas to be everes som plassbonds to be the kim trover
common_voice_ru_18858616.wav,ru,eyapadition ises aen
common_voice_ru_19091579.wav,ru,myopanmaginia pres one appossuly tast no were lat is aplenyronegis schoosi
common_voice_ru_19951617.wav,ru,addes a dicanes lock
common_voice_ru_19574926.wav,ru,thegabacldus delates usena parkin omy pelitish ne partin ecata sto posh o persiusing into imisentiteson an istanand
common_voice_ru_20159905.wav,ru,zimilapy sianeal usural to woll be o in bistoblnis ta bil a polageneas young page
common_voice_ru_19838044.wav,ru,monagiara zevashe sustanding pobarly adn planuut a soe yelaln in e latico pricsta shigoy
common_voice_ru_19295186.wav,ru,e bushinchitavs anity in ancished meorni dotaco
common_voice_ru_19112223.wav,ru,sechas effiti wol po to state toes to betunis po bic arean
common_voice_ru_19418205.wav,ru,sirieskive less evals manus i it leagi li isbishon pol me dispit dustin a lo of lete stoptumaa nar on lake manipatmic poch
common_voice_ru_19112340.wav,ru,marborougt is costa privesionis scater mon sponesebasnty the social adnatioal centrl scovershon
common_voice_ru_18853982.wav,ru,cattetordilewo distandi eth perico wari masily polias i harator
common_voice_ru_18930570.wav,ru,masilatabsi shod id nea codimominity rvitireonep seganean wo the shiani su
common_voice_ru_19037035.wav,ru,he a didnoesogienedos nottelats we shol be eatat
common_voice_ru_19537141.wav,ru,he extrdeste besen
common_voice_ru_19190236.wav,ru,a stabishicacoba eman a the commintta was prasially tive
common_voice_ru_19247297.wav,ru,thegenaf the gladipoctetovlnagyregat segermane catoria precidaty stor sadati ula
common_voice_ru_18856186.wav,ru,thoms cu she taolds co
common_voice_ru_20074361.wav,ru,itiagidnaris ovesinia in as pastinaniaxamesiasan the iniasdelium
common_voice_ru_19897908.wav,ru,at ta barbodas nevisinitorcaprit istar
common_voice_ru_19490661.wav,ru,stratega ministeratci bushaperigis matteroisy copatses thatega minstrat surbama recritures ofnatana nemosobasdani
common_voice_ru_19027127.wav,ru,agnacaticutiviity in an inacuiatel nove partriritinia
common_voice_ru_19322535.wav,ru,slomano o do bate acetter op isto
common_voice_ru_19354621.wav,ru,she ne be belimenmal reges of agman eretical gatenid velimomic inyovurtin
common_voice_ru_19060244.wav,ru,botarif confidience eperse resenues coutious netortes concitualy provalamy
common_voice_ru_19252160.wav,ru,bos to glanea pisitim te is poplatage she e
common_voice_ru_19288552.wav,ru,the bete num wo ris be s numbered tapend lime
common_voice_ru_18914476.wav,ru,mosaalams toconitional is n thatne fasolel non provosso ite pegesucal conteculon hitoo
common_voice_ru_19369695.wav,ru,as impestediticle presins noabler was tompliny of perectra soche tena tro not
common_voice_ru_18858379.wav,ru,namulutinanisu was on avisabetad
common_voice_ru_19574426.wav,ru,baivi ti vos siqures sapardobnityam tas caniti showing in applisioas peking
common_voice_ru_20149309.wav,ru,flushing imin o witi
common_voice_ru_19840636.wav,ru,the sone af neano miste noliclviancing a non ivestovno te govoa eunioisha onson a cotces
common_voice_ru_19096790.wav,ru,nationably sachation prearit yedon astaty yadernaresorusion
common_voice_ru_19535446.wav,ru,the vige abod te nesrile in the gymmityer topodistian comenar odo
common_voice_ru_19021716.wav,ru,snasha tleable en is as lutian pon om cropiated posess tus man pis a passens
common_voice_ru_19295246.wav,ru,josminstimedog te as matrage crekikabers the hanyne wabouner mised a noro mam bisidst
common_voice_ru_18946835.wav,ru,for some mortnon awas wenosias i miteralsishimiterity jiscemu group ame motostite distiplesirution foctombregunia
common_voice_ru_19772455.wav,ru,erabene mediacy a dit es the nititi bon nipradinie catoru resution pas nomaskie bisubu supporture
common_voice_ru_18910785.wav,ru,bitam mo etetistist me troncessevolutsedogion eg inipernesra cided on
common_voice_ru_20183699.wav,ru,at som ki against pat young a pretyvadia peoplioution wotsom or ju mopominaleranion
common_voice_ru_18873613.wav,ru,conadi canusionase presetiral tuperaviginia tacoabisor
common_voice_ru_18875260.wav,ru,italjeksoma
common_voice_ru_20169471.wav,ru,bu yet them ginet al myona temper lis aquard senuateo adushe exstepinstoritulisionoer
common_voice_ru_19579412.wav,ru,asrin is abo delege younes as no oargation focteramenistrasis to a prismanigelags condus tuinstan is as shi coproftularia ca
common_voice_ru_19030521.wav,ru,corocu go at a ne nos nazalois of detat or sipete
common_voice_ru_19537111.wav,ru,an yof cuse a slusu work preas nitinsty setiquishipangars goblistim nuristlacester
common_voice_ru_19506872.wav,ru,wicanashna noteby in shevto shidobenashalaboe senus e was negrashed awish
common_voice_ru_18989474.wav,ru,boste pilion a fillososcifocittep
common_voice_ru_19825504.wav,ru,beis vesit neversal itlimitulis resused wils to banin communimum
common_voice_ru_19085424.wav,ru,whether mothnationia wis cozeritsa eg pichomnectry vilicompeetnic preileging
common_voice_ru_19793914.wav,ru,it is publica caer blan sedishison em staroni composton oflinaras ichis adivised yo ol cinistin
common_voice_ru_19163913.wav,ru,ye de nevesa ring as the otso wi sachacion bereri yet uncredis canarogmi democratic scas poblic
common_voice_ru_18854074.wav,ru,slithny brillatol a gossa whishti
common_voice_ru_19013706.wav,ru,cack was name confedience a parizoreno evlate a inan nogastoranium formon pitigo wor of prolerina
common_voice_ru_18868724.wav,ru,magary lewas morestapretan was carus city of misupportions
common_voice_ru_19644978.wav,ru,polojenia clebedy
common_voice_ru_19027076.wav,ru,tas wat is an nea acitsilanacede spory cnl
common_voice_ru_19818667.wav,ru,flygingians nomat actively finted so ith nashony abul wapros
common_voice_ru_19070852.wav,ru,wacalneros inero ims a past asten tonoits a rabarl inogras inimetom suborlia zamazerihima mi
common_voice_ru_18970788.wav,ru,a bacisiard nef som ovibla vid is suppose motesti eter nebul no garlyat
common_voice_ru_19171162.wav,ru,spors beth maginiams spece acombnition is deregads and oasoanly aninindirlan ef
common_voice_ru_20106261.wav,ru,nicogragager gins osina botheticumuse awalnamahotomiliy timistim
common_voice_ru_19085497.wav,ru,blagktheratarabut ye momergame saper ret obost in tepra bods a bolya civenam shila
common_voice_ru_20117535.wav,ru,ne bolnania wulji shisa se ropsian brison any am prince p wit athes wery prosed then in the wishim
common_voice_ru_19071082.wav,ru,stomabiga wore rilage hie the man non nos natiodabemanic piswoo storis tran able dy shet ec moralram
common_voice_ru_20060091.wav,ru,yalows a goeri ouccious tosis communy commedite subsium sas nine is pistoplanian pabob novar oder
common_voice_ru_19027316.wav,ru,a detuntion woods assubsquete national rombochent
common_voice_ru_19036362.wav,ru,misosalyemopons tamble is don suggesti
common_voice_ru_19043485.wav,ru,the cofhmisil poralin meripliate
common_voice_ru_18911060.wav,ru,she adciting a redinulos dispoperly nes of isnol in entil ananatarerresnable ceate o puboto
common_voice_ru_19010688.wav,ru,with the resolutes in e foter rane paipabe o desh wasobargana mura ateased en warora
common_voice_ru_18991125.wav,ru,macwuarmale ewate is to skit cot was prosentof
common_voice_ru_19041196.wav,ru,apenue dematins
common_voice_ru_19525361.wav,ru,by a the moympetyviat stimit o praxicuios to payamze opelogania
common_voice_ru_18991128.wav,ru,yestemogrates ewipid stos a cady toblis e creature batis
common_voice_ru_19330531.wav,ru,motil dame gecorints os the corner iplogam wa here these voding annatial israther acacorbcy
common_voice_ru_19591686.wav,ru,noashit bushestanaberydinia
common_voice_ru_19559847.wav,ru,byetmok aacares apprate stered in a plides reponated nible satacisperon presidora
common_voice_ru_19549676.wav,ru,segess assumblya s a solitiatus the plan amplacitin tarispoblici chilia
common_voice_ru_19956987.wav,ru,is more natur is the retered
common_voice_ru_19019687.wav,ru,yocrati was avege was get on myty natio didigatsy captivenomosatorgigh sto
common_voice_ru_18987203.wav,ru,but don't nee the desal to gurkies ap notsa cocuitamancic wo i ne sieosly
common_voice_ru_18928504.wav,ru,fhe sarive sitoritirated tosay
common_voice_ru_19030138.wav,ru,bis a posse she amerinisleabet partinat bis a passmatiti to imeneya gevnaroge
common_voice_ru_19336663.wav,ru,it aslided previous tot
common_voice_ru_19316399.wav,ru,the visistami service bishues are stornes torivin sta isprivitly with reptiar
common_voice_ru_19793833.wav,ru,lip my shortto beling a cordemiste les peristi pl on neveny manar is antoto ete e es for
common_voice_ru_19348330.wav,ru,a godmain s pebilous verasred poresbet minshipo a chaney ne
common_voice_ru_19511105.wav,ru,ermacer scints ambispicion imering is a passansty
common_voice_ru_18878118.wav,ru,a piti mitor
common_voice_ru_20142498.wav,ru,bri have the comment apocratori eposlomagacy meritanam postia nodherabottoso
common_voice_ru_18916053.wav,ru,tratity abocatils arcoset peto narthem
common_voice_ru_18875884.wav,ru,consips anyploin noneo dhei desensivredosashopatodies
common_voice_ru_19111568.wav,ru,in terti will un atalleram wothepo the go or of ne confudiency porisoval ranu shitime controploduciminum
common_voice_ru_19019752.wav,ru,mistoitigetelam cos are noboros stoff cusme jus ceticnowoy
common_voice_ru_19254082.wav,ru,afambelia more morgamoshets a was last chil anof wethe manashini
common_voice_ru_19121571.wav,ru,yes said messens neshed to non onthe bech ofginise tami
common_voice_ru_20101570.wav,ru,mae tebecal is  some lem nethern the comity  sarcesiner fe omenon cec
common_voice_ru_19058780.wav,ru, grup wuter ised ect in comunt acap orani maderabo
common_voice_ru_19288353.wav,ru,bazit cychona depite mov oprosocaratro is vesna
common_voice_ru_19534127.wav,ru,pelagomichis at he subresinia but it but got of cupacidishif cad with the glad of
common_voice_ru_20072073.wav,ru,poses ittin was morton ster if italbe woodisity besodas tomlianem prisonit in aszatisn atnos no paderco
common_voice_ru_19772561.wav,ru,e urabegonoth buith soxtron achidy not accudis an umsy she wold
common_voice_ru_19421973.wav,ru,monacode someberyfartion atapin 
common_voice_ru_19030592.wav,ru,buzolcin evli scositminini inte paregin teme fhoromom
common_voice_ru_20142512.wav,ru,pruzution aterirapisuicaliplaniar instite sanini neguaro nestiv celif mist maralnors atomicistovna ogoic ovesti
common_voice_ru_20106187.wav,ru,cat kechipar waterply sigad curalu andly
common_voice_ru_19952349.wav,ru,a demuri prodozaid as as nagis gobins conarodar inigat dinascazawites anarasity aristerny
common_voice_ru_18913384.wav,ru,michipam stompered thelets supboicalitness nobed anatia pristiation peryhabarm
common_voice_ru_19028855.wav,ru,inerapobodygis setite grosey ponia promtner
common_voice_ru_19349398.wav,ru,throg apros as insparis an get inter insar save corsara
common_voice_ru_18893054.wav,ru,cootibl would esofter
common_voice_ru_19951061.wav,ru,mas by simgy minium wiscialis alyina posla avalistana
common_voice_ru_18892820.wav,ru,another's volice puber dith fom a jognappoly istiana
common_voice_ru_18849540.wav,ru,recoeniat
common_voice_ru_19341450.wav,ru,mistoplits olettedosinuma t seltited
common_voice_ru_19838056.wav,ru,at the cous oblodend wishistoword he oniisi top low megla binic and amage skept mack
common_voice_ru_19644201.wav,ru,girdafeish eclit sees roprientomes bers
common_voice_ru_18896705.wav,ru,thic lest resume the cosi f sivisen letes milatil plears toward
common_voice_ru_19797585.wav,ru,genupanima cocmo nesablide cerisalute serganusasy but stabla shi ses tranimira
common_voice_ru_19100612.wav,ru,sledutug shiperistierbsormitted of reboti eposode of commiste poreserosionam
common_voice_ru_19342792.wav,ru,madeisna chal macecin pargydage
common_voice_ru_18943849.wav,ru,vulgateg oges tevercazaniasd i other iscaspis camory
common_voice_ru_19012913.wav,ru,yep by gisra prelegiona poplete do native forme catori buili witdinly sat wuhades tobika
common_voice_ru_19198785.wav,ru,rocerosipa deveni is donear of no merate is a parsnatiscanates will peristipean wos nich mal lerse wonaro sos
common_voice_ru_19445065.wav,ru,she tresses somblases lufi ilyn iplinar ministotuteds carrespobulicim
common_voice_ru_19372755.wav,ru,motin lefadol wook gut hi evalium tackis fulistin
common_voice_ru_19360447.wav,ru,embarger s the ouse to glonen papy astin o pocisitinicanage sto evreger fo
common_voice_ru_19372805.wav,ru,bo can heas nos purinthe vead stamling a sorage noal wis busfer e wen sal he was roficurofficiontoitia
common_voice_ru_19315973.wav,ru,lonifactoraris coisicanininian fix o exivily one ucraciiseus te unes it maoo of jectra
common_voice_ru_19593702.wav,ru,as sume leaded atmitted nathina camisus igapyisaparsneste
common_voice_ru_19317986.wav,ru,s nek an more of e cities tise to bose ot seveinstin it rougmentral ingt
common_voice_ru_19349408.wav,ru,for kecski ieate neblateed democraticina constugive na mycanisma
common_voice_ru_19490694.wav,ru,even a bout o malyformar stol wasional level isuar ganisat sibinion isnatzi
common_voice_ru_19111628.wav,ru,i methogeomosive quartu spekapiros porse reveliaf contry en trana
common_voice_ru_19224178.wav,ru,we ges daste chlenny near bespeechly prividenia the stattun suroco cugriform
common_voice_ru_19098231.wav,ru,omih te at  wor s isnor for
common_voice_ru_18955193.wav,ru,sgores use melinamepinon my podust cos on blay
common_voice_ru_19079170.wav,ru,a im ostanced dravelim ar tre an te coprise wast andokiniet
common_voice_ru_18873853.wav,ru,some ili periosaized paticus came amentto sy story
common_voice_ru_18914506.wav,ru,igets ve duovalogena
common_voice_ru_19100780.wav,ru,sim was nam stopes owere to terbispockeranist
