filename,language_code,transcription
common_voice_es_19806659.wav,es,in don ni rocessor tolisaralyonabiintele roful nadevisian inflanci
common_voice_es_19195401.wav,es,his olitinatidatan sentely ashi pacistan
common_voice_es_19988370.wav,es,the fintinlish paletion ereligid an previt perefew nepicule ee
common_voice_es_19961485.wav,es,i misian main they ementlamborg filsalhamo who gep pe sume combassing yeall
common_voice_es_19973878.wav,es,fove anteded partivulyrary push the emin deifartior varigal
common_voice_es_18703514.wav,es,having techern was as implosive
common_voice_es_19741238.wav,es,for brasa ia ised to bo prace odorontelba weamoli poina werd
common_voice_es_19717204.wav,es,detora impuraimaya an milyar for dus pasara famentonis poos
common_voice_es_19956504.wav,es,borsi solna is the jo is councela grand rigosi who paralos mus manings 
common_voice_es_19593789.wav,es,es ort of hedai la mora
common_voice_es_19722920.wav,es,the anian companaryo busantiambe decigaria condosed artorist
common_voice_es_19957056.wav,es,butamatortel this arroge dhelast the platica supy
common_voice_es_19602494.wav,es,sonathaadi punule concaheican bi out omatical the quotevilicirise
common_voice_es_19949687.wav,es,fomon a hil in e brilaxim catolica
common_voice_es_19710367.wav,es,commiarbus perin is compaled his boges singtis
common_voice_es_19683018.wav,es,to male is the militana is apare is apromaty amel
common_voice_es_19314490.wav,es,e politictical temo is ufacid opolng avinity
common_voice_es_19510526.wav,es,eer atemition telisic ins
common_voice_es_19669927.wav,es,at thisadustlaasenacostesty bastle thris angeskin ginea
common_voice_es_19686898.wav,es,wotes construture tis importtanties sear nagadwigite bul od eu rup
common_voice_es_19692038.wav,es,lessivenas unen simplint ra inlasila levele hose
common_voice_es_20068186.wav,es,noarila wao atermin te taniny warshiral poring reo damasud
common_voice_es_19543769.wav,es,thus level lecasume the sulibal sele timeligia olliven si hiralda
common_voice_es_19119612.wav,es,wher buralia common heas goten my name in jonin jorney and contunawo
common_voice_es_19739435.wav,es,sayint gotigota eves as oras at a latigaela provincy ant demaly
common_voice_es_19652838.wav,es,lak uen wady her ons who travro an ato wn trad
common_voice_es_19152115.wav,es,lapropois tasilam mareonovontariacontroficien tappor shore efercuar
common_voice_es_19373172.wav,es,but aoimen then assa aritianalis su poeasionalis the ntrol parkinationad palparpof
common_voice_es_20043519.wav,es,wol op leasevanitia alabrimarofati
common_voice_es_19637271.wav,es,lantaconluct ics plankoianree soma fevros
common_voice_es_19621259.wav,es,sat is tha gopel no jonban ware distand tamo
common_voice_es_19710157.wav,es,lifantins woal list ritois nodia reconal rean
common_voice_es_19982433.wav,es,semitus colondus pe amank moryxarogar
common_voice_es_19572348.wav,es,cofon asor apimelida torearaistorathene elamant
common_voice_es_18685590.wav,es,it is iliwo at tha down chicagen
common_voice_es_19281991.wav,es,e on i cotito thevo  hi i
common_voice_es_19594883.wav,es,it did epopenil novesilara in casolapheminisity
common_voice_es_19599669.wav,es,seraforiapasomara binesia
common_voice_es_19982437.wav,es,his my fom was ap possiboo a the wefh and dorami
common_voice_es_19990903.wav,es,laverti ela postalior creifa ondonshovrin the have no from compretuacus
common_voice_es_19466358.wav,es,aseftan and masdi nero poren mis macampoletawa
common_voice_es_19974908.wav,es,verialisarum competition is beenataiune not asyencing cornishala salttos natatininawas havirta watef
common_voice_es_18339770.wav,es,se dik in biosor isal
common_voice_es_19685734.wav,es,seccininalimentar kinsalan wals are ritentis e ie fot os and tinos
common_voice_es_19611445.wav,es,law armaron then torela sacisti elaproceron ambenerasci
common_voice_es_19698368.wav,es,son ear ba peren is prosed as contryes an voices
common_voice_es_19952941.wav,es,thasacul til and is initial i so vilii
common_voice_es_19979243.wav,es,i peel mathos wer do see tus hinerali sara 
common_voice_es_19628038.wav,es,in umbestepas sprarle exestencelen on of a sinter fiin
common_voice_es_18495694.wav,es,is is tubuled emot ecolor delapin leto eqo
common_voice_es_19737261.wav,es,ade looked up lonathanali ovnefcana
common_voice_es_19767638.wav,es,nanet arelacilarnaseonias romantican intry tripe
common_voice_es_19746485.wav,es,mostali leonher in denicent
common_voice_es_19639807.wav,es,bethyolon wicolto anchi labra 
common_voice_es_19291772.wav,es,she endavwin coford mistaras iseoli harrosis to des in pronacicol momadinado
common_voice_es_20007961.wav,es,elaoronly proseverad intervencion
common_voice_es_19745490.wav,es,burifear e son as the wombedya
common_voice_es_19597748.wav,es,but asiarensen inarisomant sar pilent wongoonidal agoonialucatira
common_voice_es_19558971.wav,es,sho waritat pefidential concat te the was case templaos i was cerfulmils montanostroicales essued tobicalis
common_voice_es_19601758.wav,es,shwaply crassion the pantyo tes vedeo li imfom e valaborate on shograftica
common_voice_es_19716243.wav,es,bokina has o plassipy call s at let us in ispacitren
common_voice_es_19985387.wav,es,in a keople an a propated their fireston tiran rubber company contadeing acon
common_voice_es_19892118.wav,es,shown the fithetors te propara porsemiars piropilacar cultyvalas porescas
common_voice_es_19631960.wav,es,sitdomasic on wicana novandeperading a sin
common_voice_es_19526641.wav,es,atalati cavadios omgra yer cormand
common_voice_es_18875771.wav,es,see lasanuagor trecommun evalla et omoshka
common_voice_es_19610795.wav,es,net lenicodel pety todio nocam maror wivantico y sansim
common_voice_es_19610058.wav,es,mindathanto bill nevto segobey candem bod vonia blodina is landet
common_voice_es_19799762.wav,es,itna a u democatyonisis younminten
common_voice_es_19653252.wav,es,nazivellondes trovaccola mador partelis weda in canala
common_voice_es_19175106.wav,es,thene in atuedida eresiven ingaisia is paner
common_voice_es_19485771.wav,es,icannati romante rushprethius tevel sendel tonto the kilipe
common_voice_es_19609977.wav,es,nosentti patues the lis were fomisistanberry sevals in yerrof forhap
common_voice_es_19348818.wav,es,supela his castanio ho school in idors of ecaronitian try
common_voice_es_19631837.wav,es,mocodo lavin contue of imivacis man pefud
common_voice_es_19283349.wav,es,a as cara us evan couieted poseplantava yerro olevan daes equit
common_voice_es_19125394.wav,es,but the nessal a duntamian tothe laon
common_voice_es_19634937.wav,es,is averasing quinteranasor and isitonas an norted a monacipaconpalmale
common_voice_es_19319355.wav,es,nambronoradiuilacaimacolombianiceis accacters physicas in a gralis
common_voice_es_19205563.wav,es,a byser nossavieticonisi as tir land to wo yessin
common_voice_es_19952247.wav,es,glaroist a tarcasister onavedy rather tibinal commen seal isenin siali to distic
common_voice_es_19608681.wav,es,mastarvy losbio lasula
common_voice_es_19950954.wav,es,efinal wonixtaneri a mosianaunete as por er a sex trayar irictamentee mor istamet
common_voice_es_19945498.wav,es,thenis sex possiseon novel so the graunpol tuma
common_voice_es_19673004.wav,es,an a cushy gi yang y concucute solacercocan so nombry is okanial ohere
common_voice_es_19641201.wav,es,wilfrim bure seata in a ruta limanearcetic tuda didntremales the mar
common_voice_es_19886882.wav,es,in a reworter i oer bor the abonalis simblisa eltrfello le afila
common_voice_es_20077705.wav,es,the locelassangeleminastaplatheento lindestinala alo the colonasted thente ecoron transres
common_voice_es_19177834.wav,es,layeralicavalus poilet a serrivinisa alomilitaries aluosole the armas
common_voice_es_20062758.wav,es,lof or issu at di the golgas disticat fopession wer in pulluptiniling to the o
common_voice_es_19621861.wav,es,with prasia rifeud us tevenon securi sen then formress is colate as
common_voice_es_19200487.wav,es,chwas te low the moticasal coplo contines  conteltor
common_voice_es_19657185.wav,es,his topomen teistiny now indos looposociales sexistents
common_voice_es_18321516.wav,es,the party weremelr
common_voice_es_19737918.wav,es,neracomagory maoponto tentasestowe coluniansas
common_voice_es_20007004.wav,es,the s tonew not to moticent anci
common_voice_es_18771976.wav,es,he as ta cistas and cortalsacfatios made o purs to the ilprat
common_voice_es_19635263.wav,es,dural vila amian boletly seremars saforombody istoleand
common_voice_es_19461918.wav,es,he if oviserd to me me lav fot metopeare iof tes
common_voice_es_19759773.wav,es,sonas glassis marsus guoposmahimelus yester syvical ponto ariscu apicas concarypes
common_voice_es_19774598.wav,es,fandelaa and coluntry and iseminterodinascamminitus
common_voice_es_19621807.wav,es,oon dad i stoed a spani contecenas mexims erisin tes
common_voice_es_19973213.wav,es,e stapon for madal pudmony gols bavile le an anstantia ins the clear p
common_voice_es_19723759.wav,es,laletrad etovas lastan jones fas cretar porsa colama
common_voice_es_19716499.wav,es,its won es put ut the al if wesso siale massilan tat alas clepioriao
common_voice_es_19595111.wav,es,he roman two napole in the cuplatn in contron
common_voice_es_19982242.wav,es,te bikinga moterwaar has dea parup enthe eos
common_voice_es_19872795.wav,es,issieen fountier put o in eecaa hod afi ban
common_voice_es_19670774.wav,es,evedenttenders arrybelase the fostakeo baneron tumpaner who into the cotos
common_voice_es_18842601.wav,es,it an oran theorial wase a litemilium
common_voice_es_19172483.wav,es,this ot tole mected e formatil
common_voice_es_19608836.wav,es,but the netalasialolela imender consentrin celavelosinfantis
common_voice_es_19465934.wav,es,monterra arther wilman hican
common_voice_es_19948809.wav,es,necostofil as ilabos was teforeho enus mus the ans
common_voice_es_19725002.wav,es,dhiccionarial deirectorisessinamahican
common_voice_es_18636424.wav,es,lafi to his tatinet hiomis tam wecomfom thear
common_voice_es_18780482.wav,es,mita yambelto
common_voice_es_19697872.wav,es,bill entoncesly bura laqeisa the handla and on fellow
common_voice_es_20089329.wav,es,itbery goes becoletio portanto fremia accina sin prever
common_voice_es_19684046.wav,es,leforo in the onoristdeananal denerapolica
common_voice_es_19774050.wav,es,locarinahan then fell contny ofand themicocaan tee
common_voice_es_20067307.wav,es,istepotahistipical e acofinahian ins
common_voice_es_19627272.wav,es,itis a retio istable osto of waterrys
common_voice_es_20078355.wav,es,iniceten purena e lipotybo holen shegondaicio terras thestander elanun terior
common_voice_es_19707222.wav,es,she an telt olso bar desaluabl short bur apasel aracquility a faraly
common_voice_es_19594649.wav,es,although it s took a that ush with a luckalycola ambi
common_voice_es_19699296.wav,es,so gemma is to bicalled is woridon atralson was marristan plates
common_voice_es_19737075.wav,es,conisalinia fume cil glon fi calitol siners tilosunrastel pies
common_voice_es_19956188.wav,es,a viinohiu fromos oso fatilia e cabonapolonis asum
common_voice_es_19624265.wav,es,sonumbers alely are canprety panigmarian teparoporacaradno aricoc
common_voice_es_19995331.wav,es,borelen appears at raranito he montocand of goreraeli school
common_voice_es_19598052.wav,es,a tremari cosero lac is manyteralue
common_voice_es_19954302.wav,es,thes tavies is ased tacko posi bit test jagigals were to romarcing
common_voice_es_19757657.wav,es,nopstanting wekmidya wor oranies efinis te feras ote defenasowat paratwit sucha procest colects 
common_voice_es_19598441.wav,es,and coring is som
common_voice_es_19737263.wav,es,dussi would asteen incasiin lolelitamaninatodel
common_voice_es_19911534.wav,es,i stol is an allebo al bofer overy
common_voice_es_19651119.wav,es,sals an complem a mor tat as the stuffed were commonmolela like cle malowal
common_voice_es_18364305.wav,es,in barridia plowl berasep commantis
common_voice_es_20074122.wav,es,the wal anani ova live per shicknan
common_voice_es_19455886.wav,es,jenny wondrespraning ecoromarcs single dramnder wearment pik wondered an inews
common_voice_es_19668060.wav,es,bolerwonse leadii sostac todios is outr on agraanila secul of vear
common_voice_es_19670454.wav,es,a hampisolsocolantasint quantern aloye agavi eleccas gilasces
common_voice_es_19152394.wav,es,sosia wondo icor nicolas lassosilia
common_voice_es_19673342.wav,es,bolgio lac reportitial and gapalei doliba tenderlan icero cona
common_voice_es_19118631.wav,es,recoring personno madeors ofpecanos apluenties officeen bisain moal dola
common_voice_es_19468777.wav,es,as ingle jezzoleis colipplatino respan
common_voice_es_18755750.wav,es,ether get him wertok
common_voice_es_19508238.wav,es,who al calder moniticat ovan foo
common_voice_es_19159324.wav,es,tissenceabit mansu bein tinerous imana inicuonto
common_voice_es_19639737.wav,es,corsoka ushiva
common_voice_es_19945499.wav,es,in prsin mide ritantian soprel commenci
common_voice_es_19607427.wav,es,anmonitibilsaleverer tusiates patrenalis an ral an o no ala aciteim
common_voice_es_19174872.wav,es,tepicarita woneses morirum mandrescutros quatrores wut the on arilos
common_voice_es_19625720.wav,es,bagy persona rematerlyabor tharoillity parado un dedon lasian
common_voice_es_19602452.wav,es,algunastrosias an cataano
common_voice_es_19739696.wav,es,bulin of viat is istanding a minalo's in eures
common_voice_es_19153722.wav,es,it te got relin nampoperie pineresiset fuler the formatrun coconiga
common_voice_es_19597996.wav,es,isonas sonaprisi by wi degricolaticanaria
common_voice_es_18311019.wav,es,noten des lappier they or so antisted the have plock afar
common_voice_es_19571898.wav,es,seven is tabol of ientravinosha opored ria intrmas cholar
common_voice_es_19799757.wav,es,timideois regarble groprotes te polulcasoa gop cheo te by neestic
common_voice_es_18515808.wav,es,no line oss thax
common_voice_es_19283085.wav,es,istabachy to ather in adetiomocalugaden veam mando
common_voice_es_19666690.wav,es,hi senalerroc
common_voice_es_19794953.wav,es,teravahoy extension in delance in yangthalelomadematica em paroticolaroli locaciompor crerspondenty
common_voice_es_20046763.wav,es,apeness anothe legatherebe concil heput it tat bor exay of the is pispacimaeal
common_voice_es_19377558.wav,es,withe mete dequeter of la rear an e in a raf and om
common_voice_es_19696674.wav,es,elector cory heno colow sankin of the desalar arefistema has
common_voice_es_19714892.wav,es,iviandomisa of porasonis polyticas cervari conmultavi dal
common_voice_es_19999860.wav,es,similar el vimsera enelyliama imanar
common_voice_es_19658430.wav,es,an tistirs to sol demost agianiny heren biis rost teuses
common_voice_es_18933586.wav,es,notthin attantley nerocommia
common_voice_es_19152128.wav,es,sode moki pov war aluanosis
common_voice_es_20007152.wav,es,po componyor fromsialy the son carinat arlike guta terhardes
common_voice_es_19507005.wav,es,altel mi natol neinis ihoga receivar ownameradia defi sitasions
common_voice_es_19768626.wav,es,saint winder i the laghrical ital as tapegin tensoles uppon be ofstraling
common_voice_es_19817898.wav,es,supwar you patro iflankos sonde connot astanial of his
common_voice_es_18500092.wav,es,nor intentes contactnya
common_voice_es_19736490.wav,es,thou we ball o is teme bo the me the ah ben beings il levin will o say
common_voice_es_19375246.wav,es,let uskins a excessrom e lekival intelsitly afims telotomal fonts
common_voice_es_19898596.wav,es,do antel is wounder a polica illeent a mente to over anevher police cila ha poish can
common_voice_es_20007378.wav,es,is vienidcolla hur less aidevidiatoli
common_voice_es_20009014.wav,es,this tossinesstablished iscostines from tedycesconsaran incetentionmetedoto strames
common_voice_es_19905980.wav,es,asshe commocial ses to dialema histeria and lage petelida depilabohamos
common_voice_es_19643128.wav,es,an simwr teserian rocacsto in roapons
common_voice_es_19709937.wav,es,nescondition at tec desenlasiphoraur live sympre to veron in a manos mal cappon
common_voice_es_19141548.wav,es,fhentevelan ism in terio fores lown the love beach
common_voice_es_19800048.wav,es,a manasona won a barenostalos that atwark
common_voice_es_19961182.wav,es,adifinanca redes ben seonis day
common_voice_es_19765531.wav,es,is this in numberi a varise inismore elaiga
common_voice_es_18893780.wav,es,seveny conaias ware nolan moses confolses evelan the pataleolipy of this cases
common_voice_es_19961364.wav,es,letmetolvinanthearocison of a tor pot o per andofer paeman
common_voice_es_19581575.wav,es,thee peilivenee in mobete far r es anian
common_voice_es_19138375.wav,es,is nathibate lafica shopks a haryanan
common_voice_es_19170230.wav,es,farquis coth apolatamisman wromtoma fhilagelagava
common_voice_es_19419320.wav,es,ilgovernor a wokania pagio whotoconmons
common_voice_es_19608987.wav,es,the suspect tanus istam an man prepalals ferenacets
common_voice_es_20003753.wav,es,oraber porfamia livatidetafoly catiapiaes youneke
common_voice_es_19765756.wav,es,ha contimysion sivis cilvinlos peoples must commonus
common_voice_es_19756720.wav,es,lacomysieunis stack on boytuper sincle alenato ecarapice
common_voice_es_19687931.wav,es,hawal ameda compashd
common_voice_es_19980487.wav,es,the assalas sonbro hisas
common_voice_es_19599128.wav,es,noronataca bar bkieconciented tre so cutch
common_voice_es_19444544.wav,es,a thattoial norelato nintter ratinaly
common_voice_es_19651421.wav,es,agi wowas bilerown pestil carra killescungomo indi exon alafrantir
common_voice_es_19649087.wav,es,he looked calanas pulled heerad on the leter owady
common_voice_es_18742980.wav,es,banko nosotoros
common_voice_es_18965977.wav,es,ao locanser
common_voice_es_19761475.wav,es,son is te is of toranasys an condennal tranger
common_voice_es_19723342.wav,es,it were unwin mariateanipatom riadmicosincopabo yealternalosimilaan sonhalisians
common_voice_es_19344984.wav,es,an itland that a at ted e newogo pacili an awidarae
common_voice_es_19505147.wav,es,the arta liba warfer is la commarkar commeno polition the catalinia
common_voice_es_19747404.wav,es,lathin ploresenias is ton cramiticalers
common_voice_es_19713684.wav,es,iniverenters was tranics motel asterman in wevgedothe musmons
common_voice_es_19245492.wav,es,covernment analigataply ama noiced ater sentodicliticas
common_voice_es_19242050.wav,es,eirgoncorchashacemmerteo and wonacoonaatalan tosvereconnosimian talk internatianal
common_voice_es_19737373.wav,es,the wo istolonan acordlant cageus for lo nola hav tomarticopo
common_voice_es_19164615.wav,es,in blute is ongomicilutetion
common_voice_es_20073884.wav,es,he of toler romege ins
common_voice_es_19625996.wav,es,shesty lasaliva adificil even selt pameter who gaver is the apac
common_voice_es_18986251.wav,es,lestlent pe the slin assen
common_voice_es_20041906.wav,es,laorin praga joy fokanfhilalowiss
common_voice_es_19255770.wav,es,sheuly in te penaly anuehat
common_voice_es_19666568.wav,es,the presentatium fit resmitear mbu polatilalisued norewil
common_voice_es_18789398.wav,es,with inse wodi ins ve
common_voice_es_19639590.wav,es,laportalalasi golen affa chalotsenenten estaraly selar in marmonrosa
common_voice_es_19626927.wav,es,is thers intensyof nomety cani si tein
common_voice_es_19767084.wav,es,swaying tenided sutanises for an i directanais formiria cori
common_voice_es_20050444.wav,es,its napo polar a plantel memental te lalaciani comple macalureso umail
common_voice_es_19627047.wav,es,one of the leocin ganes su male wlo
common_voice_es_19598159.wav,es,in materquesinttenteavision commoe o motoris
common_voice_es_19737629.wav,es,when tharaganly ye know malody but elowd a indigan
common_voice_es_19508605.wav,es,shenomen aboiunatel not wall is interpretacomo don the siate ful calatwa
common_voice_es_19699122.wav,es,the ascavi urimen osa consilhuran barues lepices iealiseraicioses
common_voice_es_19702550.wav,es,thela masterdisessian the lis co cold be no amiiaos dhemains theyr nof embrec
common_voice_es_19306150.wav,es,easing co aropamen tos in the carless dealing ambos teoples theranisacians in the cal
common_voice_es_20010722.wav,es,bianotora
common_voice_es_19608053.wav,es,opdoor of he diroba laticis stuiouserinaraps ubsenderd pehiloo hodil
common_voice_es_20027569.wav,es,paletelovhan tastica in to the omarino duran to relar oiachan a mar
common_voice_es_19824941.wav,es,a secomoshodicenity molochicopandalolas such communiter fhon inseacters
common_voice_es_19842566.wav,es,is um  runi fune of cariy valuged demenices
common_voice_es_19509772.wav,es,as amodel os pacipatisis litolis biwer the seene efici son amengaemana
common_voice_es_19581456.wav,es,he hil invendrer mani
common_voice_es_19667493.wav,es,al gerogasiric poilagagal afomar on densiomatoran commopisate of enampic
common_voice_es_19641022.wav,es,lapraticar to arin ivargo is pellysat be anush no compostil lest rehos barize efee
common_voice_es_19740844.wav,es,an istario pose isterasenadeportival papatential incresentocancal dhesquess nualloncesto
common_voice_es_19172538.wav,es,las squila food inamentol of fhonatl
common_voice_es_19757561.wav,es,lafclassific athonis prodecypors las canol sell italia
common_voice_es_19592326.wav,es,elotic nis o coninas tehaning nasis tecondin cat pedra yessich
common_voice_es_19148155.wav,es,it masislan erame in aninters youne doristin su estio
common_voice_es_19294566.wav,es,but of any antes thecolleo
common_voice_es_19629291.wav,es,it tenelasosiniatorafico the com tone nowstand cons connothino commaciol sucasiunistand an
common_voice_es_20083940.wav,es,brontofimaraly alocal pare bankiu o ont tel of particoes
common_voice_es_19598254.wav,es,e coll bi one of us
common_voice_es_19770029.wav,es,mole wo wol esane inotoracyda poldu
common_voice_es_18434535.wav,es,lassan is conisits for gan ewil learin pes e
common_voice_es_19963629.wav,es,and the women desevindianish dos rocalis hav been oila wor aer ilino
common_voice_es_19696018.wav,es,his wen aplanta anol
common_voice_es_19118192.wav,es,his tepi soiaquinta consessy arot and il pupeldasessina
common_voice_es_19634446.wav,es,wicandy that alperimiun boker ilismone
common_voice_es_19170309.wav,es,le awim nincon udifhus is again
common_voice_es_19696706.wav,es,which is o these pus supposeron the lawalimperalor in contray papalivaro
common_voice_es_19966895.wav,es,in lackothinolan isas a puling conter is the selsandivsss comminas caetates
common_voice_es_19186046.wav,es,he e is e ineco tiliter
common_voice_es_19583015.wav,es,thenumberanc iniffica as suwed pastificallo
common_voice_es_19980833.wav,es,ut any sol elanis soso matecte ambetefect ascondysianis
common_voice_es_19722455.wav,es,puracalk imp lage ante costus avia commintser
common_voice_es_18787536.wav,es,i amito no as comblons
common_voice_es_19177477.wav,es,let a fumite paricionar a comparatever picala etachoplan
common_voice_es_18334945.wav,es,masimbarcari was paely alo
common_voice_es_19961588.wav,es,bon alde baty letisto tondelassesso is yones and of ides teanin posic witesipuloi cas meniga eus
common_voice_es_20079891.wav,es,ixcis embers yanas wakiteryanas they stepleto casal labonan conares
common_voice_es_19524481.wav,es,a rite incondiel
common_voice_es_19671675.wav,es,los madoriccording atherritori roveando e pesipitant wo sa various basis so dicaraamb
common_voice_es_19129655.wav,es,it ahuly on the sundeal
common_voice_es_19242545.wav,es,gatogami brashmalwo shami olcal premaroials eonlo
common_voice_es_19640506.wav,es,bodom blan degeral
common_voice_es_19596181.wav,es,saatorini storii noli vecansinter leven isella
common_voice_es_19067698.wav,es,law losint
common_voice_es_19743310.wav,es,gobe noa asyellois teator sonde troia era
common_voice_es_19608243.wav,es,i terebresentelapinsi pamentipolotivilal commersial maynora costruction servicious to resmomminor introtres
common_voice_es_19164583.wav,es,catleabaranaseralisuas en te gros lexeen
common_voice_es_19660459.wav,es,itsfamolas a senaria ispornules and naseria superas much bross
common_voice_es_19744550.wav,es,they nenu what to the undedonumber of you carerinyou
common_voice_es_20111355.wav,es,cabe dis tecaras imis more lanovilla losbiskalories
common_voice_es_19586846.wav,es,lega ledetin geronben minin the ular apole wif
common_voice_es_19667940.wav,es,he  esrec wentementes crato commoquay andefising eexician
common_voice_es_19404155.wav,es,onlian the elety look an ispec utive raper
common_voice_es_19968615.wav,es,it axion inera is ersaid in amasis edmashfur cere icualy
common_voice_es_19800912.wav,es,acompanavanalastropasteristision wran contintiented e tankas illicoptedos al the area iran sacovites
common_voice_es_19632959.wav,es,he her te afon popere mire para ble eran ower
common_voice_es_18781961.wav,es,inecesinbon geem meel pauiize
common_voice_es_18600220.wav,es,grao collects presiun the missre hosladierspan to porces us manas tem blaban
common_voice_es_19996539.wav,es,iitenar o filtoitod i relitia to the seerent tarrolitarios efiaralists
common_voice_es_19743558.wav,es,a portivly sici peruce con isincanbu redi
common_voice_es_19604141.wav,es,is a no wor opobular beramotes sturies tus kilaisiton
common_voice_es_19045243.wav,es,telabia webealsoit wont loways is a mad ap laormiasoless
common_voice_es_19740694.wav,es,an indormente colyitau unter the lopin dira contiend
common_voice_es_19723756.wav,es,merson dar elata consened meeria was bot ofs
common_voice_es_19598100.wav,es,the bicuous ton by easocacionis anpisian dorally gavo in asumatoria porsu companier
common_voice_es_19624333.wav,es,i wal timpo complicular trisear policisiny ivaralin deser bredesert
common_voice_es_19721654.wav,es,sigling their ponic collabos in davos
common_voice_es_19945096.wav,es,funamena coti and a minahacoti luarten asiner bola codioa
common_voice_es_19721365.wav,es,puni eppears manos opas purtisal werb he expersinementi some centect tof the lotemas
common_voice_es_19715690.wav,es,ixseas tey outher copia camase pun o coma isen i hi an inbunto
common_voice_es_19632613.wav,es,hereis tebons bort dow the mas theres menomberous porasoporad alaware misionacity over
common_voice_es_20042757.wav,es,quatroprepure sories re lat wen lateres bil avalia artis are entylan
common_voice_es_20027215.wav,es,sanquita and i lot tote inbook
common_voice_es_19723838.wav,es,abourt ivasionamentom isacoricon ominecas astucina dhiswas thes
common_voice_es_19250040.wav,es,icondi corean moed an a
common_voice_es_19723480.wav,es,lacombanera to sovicienty onsporping harioro inthecadoris trasporte equaltalmized
common_voice_es_19125365.wav,es,notadupre madeo systarlistretalia affilld e postarulalty to klow themperalo
common_voice_es_19605175.wav,es,prodocciuneosigali ant win ara yan
common_voice_es_19762823.wav,es,forpuamara pinger wusa lofatorafia
common_voice_es_19657837.wav,es,abeilen dalas tefers us icuteny atl signes
common_voice_es_19630367.wav,es,in lived e marua daloconer polivandead tegen pot bink lavanda
common_voice_es_19945920.wav,es,bestolisi ginaas minus ecalconaran expluciom and reler the letel
common_voice_es_19637079.wav,es,gosshi yora lisarespand a pogantata worty
common_voice_es_19673364.wav,es,it biga ofty aboid an agroli isen ma caren gloneer be leses
common_voice_es_19609414.wav,es,wen e ena he stoped folli peopo is insamebrop program tate land
common_voice_es_18592274.wav,es,bamu kisi kin o soy decito hapis yones
common_voice_es_19859096.wav,es,a liveo rator earis because heles acerdel desaroaly besessonusstiv manit
common_voice_es_19611264.wav,es,histhough yontigrapicacaine lohorin unith cot
common_voice_es_19453492.wav,es,valli so astudios an arly sel condor sed
common_voice_es_19728272.wav,es,for thescit o opimeraisporcimical retanicalled bery caror rechar barton
common_voice_es_19674020.wav,es,the ver sas poin desappordion as themongus complice teves
common_voice_es_19942156.wav,es,sebral centalasigat e diferensious conelgas defar mili parepiquas seninterracion
common_voice_es_19950424.wav,es,in ato compassoras lak a parciat seviarfectalapor lapracion the trobaco
common_voice_es_19997797.wav,es,inmother paces in ominentivali so hecolat
common_voice_es_19748015.wav,es,broklyarona anamaria therilavesteus
common_voice_es_19277303.wav,es,bota hamprew le theamasagodo
common_voice_es_19622182.wav,es,ady at the needle winess pactilos
common_voice_es_20060836.wav,es,a lack wel basilicas sacomminala has tilof ever than dis tyberogo
common_voice_es_19474131.wav,es,live no e moay ay is teo
common_voice_es_19614694.wav,es,shonnespeciles commonmentimante niders in acquardios there was os
common_voice_es_20038822.wav,es,socois het ar contonale elussiare thela rictordia
common_voice_es_19611132.wav,es,poireal a copo atolica
common_voice_es_18898354.wav,es,aro had seamply agatate
common_voice_es_19698192.wav,es,solor draladis is youngenoviy bog an a salabout the poliapasataahoticasiil
common_voice_es_19998202.wav,es,an blumates the conof prelominaltim in tesbeatly
