filename,language_code,transcription
common_voice_de_20015724.wav,de,if to do to inhumble to lobi
common_voice_de_19562115.wav,de,stats exame to listed to flidskiis ing xexyanatly an and a pribach oe
common_voice_de_19680103.wav,de,speepami lighter discuoly u musicom thetosla fony wasitate
common_voice_de_19575696.wav,de,the stein stad shades a cassin vant init or adeset pubo
common_voice_de_19425618.wav,de,tishd intervent your know lo ruefolman finished or dedizavish lynier
common_voice_de_19562002.wav,de,the ede cam imatin anegaisal of anembank reberfiler tete
common_voice_de_19784832.wav,de,thea haff nen startlyue a attantic
common_voice_de_19425629.wav,de,thesea onta lakam twijanathoncleim a hileos spycamp
common_voice_de_18749373.wav,de,a latingskitician inica and high poter
common_voice_de_19700899.wav,de,there bitoitan ster flew scantons is the thol
common_voice_de_19837831.wav,de,degis antun vicims to close dowot teriversfent worcon on sindet of thenvile stat
common_voice_de_19835819.wav,de,fog is i am s ipi
common_voice_de_19282991.wav,de,the housebildome som bar asesor mar firidamonicitside and elongeria and gilignit
common_voice_de_19147757.wav,de,avedided itfan demmotigahi danfeo order behead nafter hasham a
common_voice_de_19962875.wav,de,shur intenetally ged at asex kilometo esta funkables winde fect
common_voice_de_19136142.wav,de,decasoy worbybelton and vicord detakining by the lata
common_voice_de_19822608.wav,de,inderbided of a indoms o hiachcociest thats a stilem set this houses from misses
common_voice_de_18656335.wav,de,at attan imtreats hoshtan
common_voice_de_18691970.wav,de,last oncs for on montalzin
common_voice_de_19012318.wav,de,ind isinpedio aflas defent post defaganinivo hear haind flattata
common_voice_de_19152496.wav,de,the let supergamas seleamand of a quot gobrian
common_voice_de_18773654.wav,de,e sua holen colin iaa isazulia as low
common_voice_de_17661731.wav,de,ha man as at scot aby
common_voice_de_18813730.wav,de,beomer ashiash inflants in commen of them iganen compost and zogin
common_voice_de_19518106.wav,de,dotre takaminded i dufh ro cluts oaba
common_voice_de_18201563.wav,de,o  aif work then managhed maggivin nutifity opeatis anslock andling
common_voice_de_19170426.wav,de,yena contidemt thrites othem dana ded to obuliton pusisian trie
common_voice_de_19684972.wav,de,ban controdus londes faburners id andi helf to discure and marks gofloson
common_voice_de_18366595.wav,de,fadeffent fighte fa handmand wouldn won donmagkebald
common_voice_de_18488903.wav,de,bechurcadon common of hats know inlin
common_voice_de_19076684.wav,de,nomal cundenomvis came it socens befer
common_voice_de_18420673.wav,de,i lasypes olvit
common_voice_de_19499916.wav,de,modistianza the ahevole boos an scuopiet
common_voice_de_19593030.wav,de,d isus and spriecedon da n nese mare fovinor ton sitional dradok
common_voice_de_19768231.wav,de,docsol gaharopan is pesondave pazon in hanes casershap onte ansel ontoninan
common_voice_de_19652719.wav,de,absenor  zencunic worten on an shed negagna pomans
common_voice_de_19704694.wav,de,in the forts baly from hoodeiam and de fonsigne find mithe cup
common_voice_de_17353186.wav,de,wehad amon tefer in hintown fazort pe foldiof topat
common_voice_de_19551350.wav,de,hastently ha as a costarkinet anclnan and that elast tecat
common_voice_de_19264753.wav,de,hon human who evl stisico post opehake for neber car on the bation so lin
common_voice_de_19551952.wav,de,tobelatiltender cilams next took adal eten outborkin abonic mide
common_voice_de_19757590.wav,de,a non under oppuration overlaws inder the plain gon ge edoch of be consie time
common_voice_de_19447814.wav,de,zonst fined man blows nahoisa coen on insego haveter
common_voice_de_19838848.wav,de,ats nitnabesa come upon so of bonbeam
common_voice_de_18893037.wav,de,de bandlan wercostonas of overstun nestonsons
common_voice_de_19949340.wav,de,he ar he lifed of the masseshaded suching poopo on the we
common_voice_de_17309778.wav,de,beabornant var in borhome harmaa and fir in house and zoaland pobla fietigovnant in fiblingan
common_voice_de_19949244.wav,de,sepilaten gito canionywonmia
common_voice_de_19618487.wav,de,hots il stack now hlasenmanzy famovans might as nothing click vite
common_voice_de_19020992.wav,de,edge
common_voice_de_19385794.wav,de,the aniavong gasat pan grod at aer son intilebstricin picony
common_voice_de_19731445.wav,de,amolandedal was coval statur befined this an ahelogashous mussiom
common_voice_de_18195731.wav,de,bhe hydes on etas meaning amat minsten
common_voice_de_19318357.wav,de,bathyian badegivina in irongevit classin
common_voice_de_19593816.wav,de,dustohousa tabic in decends of san fitacauda ramentas anarui
common_voice_de_18951579.wav,de,complusit other anotcar gegsh et
common_voice_de_18262428.wav,de,ifiliclases in nota
common_voice_de_19550949.wav,de,deniben tes an anon ca fhin fanasiat the infats srome coltoom in ester an on ear
common_voice_de_18486529.wav,de,dacomptinigastosaman
common_voice_de_19807248.wav,de,in concess vadis in acobetish ci shifonde tide
common_voice_de_19872601.wav,de,allen to shown in incuding plic to beaten since tese oft merfar osk food
common_voice_de_17870682.wav,de,to mustishca inos and chin ket etit for
common_voice_de_19781637.wav,de,whent arther west
common_voice_de_19147692.wav,de,a bot wiidis tike e fon es os ie fosaf funa cresloh fitnets fibogiz in cornisation of
common_voice_de_17385148.wav,de,napxtunus in to be comacous campaign
common_voice_de_19146328.wav,de,dafonsoden aftavati could a had nefathic was ases atsigte
common_voice_de_19339446.wav,de,ith parley of denam walk on  had in cogmahan and twivin bonde
common_voice_de_19047822.wav,de,thet trip kingvin an
common_voice_de_19806791.wav,de,antalesant deepe to its with i tom as lan tate in coli sime
common_voice_de_19977105.wav,de,eavada astede miscanami with coolar stovole ini aher abbi in stoed ward sosuntitiszian
common_voice_de_18219268.wav,de,dets began contide shorcer whe ton behelect dean tu shaomah
common_voice_de_17853543.wav,de,mitles hostifandls into im of ditrichica common
common_voice_de_18470829.wav,de,tilzaraben
common_voice_de_19774880.wav,de,in fanredi is thon and e afolgis inpersonal discusses fon themyans tecidi
common_voice_de_19426531.wav,de,tin follize abitreetment contantas poro
common_voice_de_19227984.wav,de,a sintikehize mipia ona fin clish lugger sharplettan for ham
common_voice_de_19823457.wav,de,cobat simonts is forhierharted
common_voice_de_19306102.wav,de,theyare tatacually hel foblid is stud on on the cand
common_voice_de_18991610.wav,de,list sotish nass not enti ofsets
common_voice_de_18532536.wav,de,also the enby offellic tes any completed sound virafelto
common_voice_de_19742960.wav,de,of these intge concernd evarasagions are ochansialy olove pon
common_voice_de_19402741.wav,de,the idealy on fonsous an car anicon setse hifanci ve cacision fanta him darkheren
common_voice_de_20017432.wav,de,to nist stude te beno ahitic twere oneson anamens and is pathes te banemen
common_voice_de_18628012.wav,de,tenno is pired s comminabar
common_voice_de_17978121.wav,de,hal hame com cusimlastom so cutson gete the astor should sac chal desso didatids conseips
common_voice_de_19074608.wav,de,theham de seenin uncuts medio fhusina isternt
common_voice_de_19183769.wav,de,el fast asutag efolanfullins
common_voice_de_18435945.wav,de,behe letad had anirbover
common_voice_de_19731572.wav,de,lop blatter is implangestives
common_voice_de_19285598.wav,de,the bandeor pishleed is t nebicat
common_voice_de_19690125.wav,de,anad also fonsude litte brandis astefel weslaing alswire lihe movely
common_voice_de_18673023.wav,de,the atects lis disaf o obspector of the tearn
common_voice_de_18878178.wav,de,conr blam not eviason
common_voice_de_18194136.wav,de,class hav just asto maut for clie
common_voice_de_19549232.wav,de,tis a stone itet some must in unfodeling distin beshybo insplation
common_voice_de_18809946.wav,de,by bisomemithoshon hoished t edet click fens glyshtark
common_voice_de_18213990.wav,de,ticodisomat afan sashive hadmust few pa litem to fologap
common_voice_de_19579120.wav,de,is capes hears topletter
common_voice_de_19592625.wav,de,lord fix told gentidra ghime heart
common_voice_de_19823892.wav,de,the mabuvagif plages incubis a mas n in anepty matiting osome context cisene
common_voice_de_19573283.wav,de,hebady arti for convy in thisnance beque yom
common_voice_de_19320213.wav,de,bidishole hom the stuered ta smarer in the ankens de
common_voice_de_19163128.wav,de,thedamad fedorores trins nowes sine a fold slown i see dam its masipliship in ternasten fat rato alavina quins there
common_voice_de_19231076.wav,de,maletsterm is the mitam fancesution vord fields the benand
common_voice_de_19956561.wav,de,curin bragti te id as moell in a commun island const woshully
common_voice_de_17432104.wav,de,zi relifer of is not pot stempern
common_voice_de_19948290.wav,de,zin cop worel imfora gasike
common_voice_de_19165122.wav,de,so i toggrishpater a higstansidy angstatsuon
common_voice_de_18585608.wav,de,the att i shon toned och often paron etpest for
common_voice_de_19283618.wav,de,aletings affetares appesona nat at a lets the degaecttivithe obstrice
common_voice_de_18560705.wav,de,eloe depank latar
common_voice_de_19704106.wav,de,gihol hape enserfrent snow island in achipa tarititionship land insun is nacking benan
common_voice_de_18163792.wav,de,theconoundy tise and ovbafashal sufer
common_voice_de_19734884.wav,de,perncies are better anto bikid clasy pefeted ano
common_voice_de_18773712.wav,de,while two come fysishstetar above ava of sqreson
common_voice_de_19410024.wav,de,this a comman i con comy was ar idon of noveforget site at coolbit wova oskispolan orten sin
common_voice_de_19801894.wav,de,in dize in awnd adasicitsvom an alondon suve tokian
common_voice_de_19555894.wav,de,a thismbes of any mans astard
common_voice_de_19588803.wav,de,thus tspila bartan nem netha landon and fundin ond orientade seath umfoly vol
common_voice_de_19427834.wav,de,an amicate from muta of aniniverse sos filla benis so
common_voice_de_19575754.wav,de,it move intenisy har werin nan high school vister
common_voice_de_19983485.wav,de,sano wuda baban hachesscort wold cliss of orom apided im fatmalabone
common_voice_de_19404317.wav,de,fudi takn sure implement yeonge discot glasue obaazo on oda shidisamogeca an
common_voice_de_19135077.wav,de,storf bubi forces of tact cancats billing nish togan
common_voice_de_19838758.wav,de,hifstat let o nortiged n at cabegandao and visupts
common_voice_de_19310673.wav,de,we nexpeter vodiat fiters will rovan dan and atlagaf amiliar of fooks
common_voice_de_18205199.wav,de,pences intadens a ten monor annarvi tich lanrodes molt ne binat manal shocolardi nimrialand
common_voice_de_19153630.wav,de,a satearstammansin cana
common_voice_de_19951688.wav,de,he dogmae xer from asland evermacas wear dosten
common_voice_de_19141232.wav,de,geopikiva wastan n ebns of icoma ashelematile
common_voice_de_19693567.wav,de,the hecknoftan vexor eletsa an entire lapple serf helizzina
common_voice_de_19873177.wav,de,ther forefanttivcalists on the doff elterstan
common_voice_de_18270217.wav,de,the unvolaphrincy alangulas
common_voice_de_18951793.wav,de,audinous travos
common_voice_de_19160376.wav,de,he istorin of at tha ancufom afte dollagis fihte tre wis thesisten
common_voice_de_19858601.wav,de,e casten by e hoson and poolosin mice niportba
common_voice_de_19755282.wav,de,the estipaffan dejon going back to dixie adam country music a belcliftin gementment
common_voice_de_17491970.wav,de,menthor tili opten had aplaydin massine hitsabish tendies
common_voice_de_18960702.wav,de,psycmadanimokise
common_voice_de_17693450.wav,de,mun waltern henumaden setisthap
common_voice_de_19689690.wav,de,diffut isnt ort is bron anhoman liht of det a baston
common_voice_de_19772723.wav,de,india achation peri alby ludn yesti formen disocapas inticid
common_voice_de_18813200.wav,de,keep this dana hud an agonsicant anit songer plate nohit
common_voice_de_19146033.wav,de,abite pinanic whool cabine o famirlia
common_voice_de_19229936.wav,de,in for wonan i whon an ins plano tint in coan teso or anscimasa plo sosain gifas
common_voice_de_19426613.wav,de,hota liples onacosonflishe te yo onland hoscaber are a gamanas contlanicly con
common_voice_de_19876317.wav,de,oly wors is ite book
common_voice_de_19161366.wav,de,shlick vatetut wioan up before tan unco fortatso
common_voice_de_19667263.wav,de,thesare povishtic ted sovtern agatsi won oden of steke in the cas oban iga
common_voice_de_19335850.wav,de,dommit havish ady grandans wition performance one actotal gulfy
common_voice_de_19962395.wav,de,seiz tem it andste ariston and cos inganasiandishtapmentionglackpafh
common_voice_de_19226575.wav,de,dequino toitily inter solt a bishite the wes a hanont ous the commende cornel toa on tisconing trut seclos
common_voice_de_19748412.wav,de,woma ses but ivarifal ibon stitis of ust
common_voice_de_20003317.wav,de,the mounto sitat susen i tosuminant ex to ceps on to cant
common_voice_de_19450029.wav,de,far piscinteniced is tiligat to we achcit
common_voice_de_19158609.wav,de,mishmis byca is tohierd
common_voice_de_18731033.wav,de,bitas avical la imperatisnised t anvanlang violis
common_voice_de_19742900.wav,de,citict efkeromiter westi functionan he would go up to ocfas cladna
common_voice_de_17518332.wav,de,mefhila and onea had er foot
common_voice_de_19700709.wav,de,inslay prick  declung faver for neurya heaped to son a composite on an an fina keyboards maske plash
common_voice_de_19174300.wav,de,totranamodenitate wel benis autodog orlanted us eform un tom thi sumwogar tempens up
common_voice_de_19697511.wav,de,deeroi statis and cops binerzites an a isaboka of wunlin hontal and lohmocrashar
common_voice_de_19386480.wav,de,these are tetalty in mathat midleastigindicomaticion y seonin
common_voice_de_18431239.wav,de,hastony brishar under drish trason
common_voice_de_19805128.wav,de,fortane is in ishn of a bessar to continence the partionn zonon ofter ahite potence
common_voice_de_19162287.wav,de,hestandic oustelong state to the movto poxtam angestap nocked kasiste
common_voice_de_18774715.wav,de,wete men are a indina sock staircan won trouv howen traftin and tstead ther lif kiken
common_voice_de_17773839.wav,de,thus was umbidity on side defi garof givit
common_voice_de_18721060.wav,de,his desites like shafa anistimitiand physigno fagus the shos it someson
common_voice_de_19562902.wav,de,in a aptist tapslat wit tadenol impies deev hakelinscomac ert
common_voice_de_19624974.wav,de,unsleasened te datest by the lossnan omor withavoid
common_voice_de_19854169.wav,de,apicome sudim funks mictocing texts sohime
common_voice_de_19784606.wav,de,therfanichi for the crec consining ofheca in futugar an enot in capein bol
common_voice_de_19984637.wav,de,lat te onectanal can ucius inrate bo one solen pashi
common_voice_de_19212365.wav,de,as pestite ter nos an i hasewore on myst of anar anitely gom
common_voice_de_19823889.wav,de,party typatigo potsessa and vigur induneedal end e fo alem inion metopolan im saddam hotenam
common_voice_de_19141214.wav,de,the undivnt expesimentad be not not fihton i matorn
common_voice_de_19156363.wav,de,gushtin nera candes ouapangon cosisn fin ent heta an ace bina angusherven musin
common_voice_de_19598881.wav,de,dobagobishlistonaron trodensil walt
common_voice_de_19035716.wav,de,ant  se dint is conchase muglis in cemences y cal give bes tigen floron
common_voice_de_19337934.wav,de,itsil e vitto inder storan vodinlist beshi inceristed
common_voice_de_19443850.wav,de,bunaslya ies stemd bagh belong a fatcark stund
common_voice_de_19564055.wav,de,dbecatigol ev would a dov op in bedhing ersead
common_voice_de_19966163.wav,de,thi show bodfor masi colot sentin byland moterteat
common_voice_de_19949493.wav,de,penodluta hab divided fon the hotan mony in fetire
common_voice_de_19170603.wav,de,by fun andfindlis not washed ofen vorted es a lito tone madaphook ar nevant
common_voice_de_19127964.wav,de,cons also attinat is tre negon ather tingsnished
common_voice_de_18515248.wav,de,earlvilte titlver cracenvens into for offor aptuked 
common_voice_de_19729112.wav,de,te beosol ales imentera
common_voice_de_17532830.wav,de,the athaban reddotian vubushorm blanzer afkeplans
common_voice_de_19577011.wav,de,doffry vasa mata anfigiv it aver ebogos entirland
common_voice_de_19188342.wav,de,grilish vometeta cofments coffe himi ovich
common_voice_de_19154580.wav,de,his folinc in laking masice tatily by the on blaf sus
common_voice_de_19153578.wav,de,calut still olly conshots aryto
common_voice_de_19673598.wav,de,the impont is stanitrunilusalso tiah
common_voice_de_19364725.wav,de,the forvieclejun is of isumsta nedophonandvan an gosetatnation she rescared an invy a
common_voice_de_19576107.wav,de,in spet on the lishmarts pooro taton to trits tuent an boganca hipre
common_voice_de_17829245.wav,de,zo have he been a anoba
common_voice_de_19306210.wav,de,lite hair is does more wido mees onan mateagash wondon
common_voice_de_19426776.wav,de,bon twuniaze's pirtrearan noit fallid from beeting
common_voice_de_19193059.wav,de,thetaliban conten owner aliata phellowstal oftenbiden on wor povincentatinvan
common_voice_de_20012764.wav,de,he caracter sinc omized inxena a sfiets zevestruntier
common_voice_de_18572217.wav,de,he mares onuses usd t chiff
common_voice_de_19162508.wav,de,on the stret sread and pete on the borgar the chef in camayagoned officers steady
common_voice_de_17328166.wav,de,there was many yage the coodue o the anis
common_voice_de_19170912.wav,de,worgan broode indelles texascit worn es out broad ouf
common_voice_de_19058811.wav,de,is been ofonsvolved with a
common_voice_de_19453600.wav,de,teko mind of viet lushy post outorly near from banhoof corblands nofli prut a flosen
common_voice_de_19823856.wav,de,asd mas tout an isi arisumentiofton
common_voice_de_19648268.wav,de,the highmap bathes fater through half inpusit havinton
common_voice_de_18370621.wav,de,ushander his the olstad fonhagic istan
common_voice_de_18640629.wav,de,shes mis is the sycl deficed
common_voice_de_18951761.wav,de,this in his far
common_voice_de_19665036.wav,de,thes finh tec holned lapsed o tat is onte sheish cos 
common_voice_de_19859222.wav,de,the ception ecause antate tic wimfon i  inclaw in bardon woulditimagilks pisic aba angishosn
common_voice_de_19942487.wav,de,wen the underon fatanteman intesbiticolte intedorchive forks whowild
common_voice_de_19955963.wav,de,he woll mekin a gack ana wer canon apperhan won
common_voice_de_19319385.wav,de,they alarmed it unmotly filishefin anerby the guigte
common_voice_de_17638710.wav,de,she infact iahad four ang
common_voice_de_19948101.wav,de,thus hortige gultumbeg she startsocesostoticotskite e tin ton thei boots and bagtion wov catale
common_voice_de_19532743.wav,de,anothe croned or nof unabusy tal beitinside a caoly nine
common_voice_de_19803094.wav,de,of fim opstare bend is line as glam un stone glinyng galben loubyk
common_voice_de_19542586.wav,de,telatina lived an numbontal ofter steba
common_voice_de_19999279.wav,de,hes of ahunton ext defabe prowsh patet on i the fabehort garltan
common_voice_de_19801131.wav,de,on textrett would ev font pen ans
common_voice_de_19993989.wav,de,his worder conde prace vinets inside in bool witdon
common_voice_de_19587618.wav,de,hes frie fiser dear as manonvar lingan
common_voice_de_19967661.wav,de,a des a imals focoltion for unrtendab is des poculycaldusionally
common_voice_de_19380796.wav,de,so isates are evan festivates gerno ofensize isa hustar stogazi koeas a tid
common_voice_de_19704632.wav,de,going ounstonli to botishin itis
common_voice_de_19741944.wav,de,sinifor babaaorganisutsan fotityrom
common_voice_de_19437023.wav,de,ther few jogic teron popest to far avarli piaziki ospolel
common_voice_de_19794377.wav,de,themarking tin in teemes madlcarten fosamong e fast
common_voice_de_19451917.wav,de,did side in wonagindotis to work would return ajhaos at imprefiled pies ca giv worden
common_voice_de_19704935.wav,de,dos close the frienis back to of ponishdy nam orora
common_voice_de_18968212.wav,de,yet at upgudes wo ge gen our imalacered
common_voice_de_19323473.wav,de,fi wood have idos an not on be huting forse its there cust democartan
common_voice_de_19287068.wav,de,silk knihe unergetrih fototruvised in canon cone  inress rectthat so
common_voice_de_18302680.wav,de,unnohins at
common_voice_de_19710896.wav,de,a the inles ne es leitarlis anals fonabonus politardenots
common_voice_de_19551545.wav,de,this amonda las when invirayana ads wenoted detritumenson on e form of discriseics breetsya
common_voice_de_19552033.wav,de,doisadson contens is taught anding snee
common_voice_de_19315080.wav,de,in montreal water des pat livinalia righe in theem ging dos passayanagepolumplat in followo water
common_voice_de_17356522.wav,de,onezovavitaf is do at sone is tatsade vecachial isensy
common_voice_de_19125653.wav,de,di abillos to glan becks spat sition from gook
common_voice_de_19674970.wav,de,thenamikit solic aften vagisation ort cliss norments
common_voice_de_19319328.wav,de,coate tonvisitionar downtorstetubin ob side hine is wards
common_voice_de_19310669.wav,de,thecommenam of as the colcasos as pakistanaraganistan
common_voice_de_19844203.wav,de,commisson wit tebitish trikhopom hant golink bistish bitzes length in hunchinger
common_voice_de_19162274.wav,de,an me an getiled
common_voice_de_19337625.wav,de,thus as terstofa fal en oghte ma las the migazetse vadegin in fud abishof angelited
common_voice_de_17693626.wav,de,en game govern bizon vid isco to often
common_voice_de_19541369.wav,de,as incanish clats itnessy by the vite
common_voice_de_19337745.wav,de,their hon bahma but you forcataten
common_voice_de_17361877.wav,de,his mame kind of faghtion halfan omaham
common_voice_de_19948472.wav,de,thesupalestistand nof blatforn
common_voice_de_19286687.wav,de,hotmond of nadomason insitute fotiograto shephisicals and othered
common_voice_de_19845453.wav,de,the itnoginesi tay ye is competiered on hpies of mer an fashitenan comen
common_voice_de_19448577.wav,de,felas had this ideam fi end ot
common_voice_de_19863249.wav,de,byotizohovan contepeshrstan fearen des to mindusttina of ajasite mit fevendit wone
common_voice_de_19676947.wav,de,caves speech a gan isit umplespanof to clinen
common_voice_de_19785221.wav,de,unteson o few womansed an so eallive acrusin city imed yahan lowyer n in forshtock toar
common_voice_de_19744745.wav,de,if have been tid unindefening byshimclodesuitmus witti noin gand erranssauce
common_voice_de_18595540.wav,de,threlos calade would of ta found onribat tekarn solu pleation
common_voice_de_19731195.wav,de,into a chlant vilty mas nomat indianaswus compevorvmen
common_voice_de_19409845.wav,de,tonaabecantad anantrasha clat turcis overnanter shunder fon ijon
common_voice_de_18346761.wav,de,yegh comier shon
common_voice_de_19509544.wav,de,al ginol notos polman i chors plee ing in fogaled
common_voice_de_18097800.wav,de,mitlevalo wit asfonom sear were tonker
common_voice_de_18223029.wav,de,the dla demos become thin cas
common_voice_de_19775409.wav,de,snorsh bil infashinan unewan nats normans of the nida ander
common_voice_de_19319571.wav,de,hoitenan finitisan desastion laing bornguba cam
common_voice_de_17302312.wav,de,is tes matanlivac was in bestot who picap onme
common_voice_de_18218476.wav,de,modicates outomon mech lave begamfen meke mitcover in
common_voice_de_19146349.wav,de,these candivar chat obactor and emply of an anvian i infruse as felomy in specitia
common_voice_de_18473382.wav,de,nemly beglaged canite will
common_voice_de_19125905.wav,de,desvite hun existiciof obaiagiste to markam
common_voice_de_19155034.wav,de,inpatogrity wodistricts som dear po distantition firstn endorgelantly fand lypecaftit
common_voice_de_19756804.wav,de,beforse opfer two ded had disent evalie and in would beem shof an fear
common_voice_de_19968895.wav,de,fom feeling critican bolidy titilig licols ubsords victorianisinside altusko vulished
common_voice_de_19977378.wav,de,disqritidan county in a canzas woder notin benunt
common_voice_de_18200015.wav,de,norvos orasfuronan on opcirif
common_voice_de_18889519.wav,de,mus vith in an ine
common_voice_de_19357017.wav,de,the instinans on is had sof toms attar to atsil ayo cribilegean
common_voice_de_18072085.wav,de,minotactic loutet abtriedan nof under osyin
common_voice_de_19158092.wav,de,sanstan had anazertrupish hoar glollys broner borcan matiefin gattikind foition
common_voice_de_17302478.wav,de,gip this noy onoughin als haptingan
common_voice_de_18414746.wav,de,that tulishnished
common_voice_de_19601408.wav,de,he is a suf had a masty brishon i'm fos of est i opusiod the al all and isad you own and down to of the ho amy of aton
common_voice_de_19450197.wav,de,mit alsnamachinas as stractasish te oteti cat of suscazamto asland
common_voice_de_19753935.wav,de,his inso bich atunrandi in frated baxks ise autranspotaly unlong refords factivaprited
common_voice_de_19400627.wav,de,mitsaicopsits soin claft towe hav alestits ten tycishnock
common_voice_de_18215814.wav,de,asshu consit an wonch theg ard of sombasa comed
common_voice_de_19120925.wav,de,vesmarus hid
common_voice_de_19947680.wav,de,tmis reyong ter is depouar tentation ininsopate from baria
common_voice_de_19164240.wav,de,thes slight ver fani soidinto shows callege
common_voice_de_19376069.wav,de,in afogapheshi no upfar fotyofushcarts sun given
common_voice_de_19714414.wav,de,diband has a viaman airfort fild tois d umark
common_voice_de_18532529.wav,de,nafter lakihom is fundamasone is holles nietsmetazine
common_voice_de_19846274.wav,de,a womet greet infa sheet and commisse woren with epishifs provol comminsoon or the sitized poligicin commiseon
